ID,City,Area,Name,Cuisine,Category,Meal Tags,Breakfast,Lunch,Dinner,Cafe/Dessert,Michelin,Tabelog Research,GF Confidence,Lactose-Free Confidence,Price,Reservation,Must Order / Experience,Notes,Priority,Status,Favorite,Reservation Status,Opening Hours Check,Open Early,Google Maps Link,Tabelog Link,Michelin Source,Official / Booking Link,Last Checked,Dietary Note
OS-092,Osaka,Kuromon,Kuromon Market seafood stalls,Seafood / Market,Market,"Breakfast,Lunch",Yes,Yes,No,No,—,Tabelog area research,Choose plain sashimi/grilled seafood; verify sauces,Mostly easy if plain,¥-¥¥¥,No,Seafood / fruit,Useful flexible breakfast/lunch zone.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Kuromon+Market+seafood+stalls+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Kuromon+Market+seafood+stalls,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-093,Osaka,Namba,Endo Sushi Kyobashi,Sushi,Sushi / Breakfast,"Breakfast,Lunch",Yes,Yes,No,No,—,Tabelog highly rated,Confirm soy sauce/marinades,Naturally low dairy,¥¥,Queue,Sushi breakfast,Classic early sushi option.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Endo+Sushi+Kyobashi+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Endo+Sushi+Kyobashi,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-094,Osaka,Umeda,The City Bakery Grand Front Osaka,Cafe / Bakery,Cafe,"Breakfast,Lunch,Cafe",Yes,Yes,No,Yes,—,Tabelog popular,Limited GF,Plant milk/omit dairy varies,¥¥,No,Coffee / breakfast,Companion-friendly breakfast.,Backup,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=The+City+Bakery+Grand+Front+Osaka+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=The+City+Bakery+Grand+Front+Osaka,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-095,Osaka,Kitahama,Brooklyn Roasting Company Kitahama,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog popular,Coffee GF; food varies,Plant milk may be available,¥,No,Coffee,Scenic riverfront coffee.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Brooklyn+Roasting+Company+Kitahama+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Brooklyn+Roasting+Company+Kitahama,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-096,Osaka,Nishi,Mel Coffee Roasters,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog highly rated,Coffee GF,Black coffee LF,¥,No,Coffee,Excellent specialty coffee.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Mel+Coffee+Roasters+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Mel+Coffee+Roasters,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-097,Osaka,Shinsaibashi,LiLo Coffee Roasters,Coffee,Coffee,"Breakfast,Cafe",Yes,No,No,Yes,—,Tabelog highly rated,Coffee GF,Black coffee LF,¥,No,Coffee,Easy coffee stop near shopping.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=LiLo+Coffee+Roasters+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=LiLo+Coffee+Roasters,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-098,Osaka,Nakazakicho,Cafe Arabiq,Cafe,Cafe,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog popular,Limited GF,Dairy common in desserts,¥¥,No,Coffee / cake,Atmospheric companion café.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Cafe+Arabiq+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Cafe+Arabiq,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-099,Osaka,Namba,Rikuro Ojisan no Mise,Cheesecake,Dessert,"Breakfast,Lunch,Dessert",Yes,Yes,No,Yes,—,Tabelog iconic,Not GF,Contains lactose/dairy,¥,Queue,Cheesecake,Included for companions; not dietary-safe.,Group option,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Rikuro+Ojisan+no+Mise+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Rikuro+Ojisan+no+Mise,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-100,Osaka,Umeda,Harukoma Sushi,Sushi,Sushi,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Confirm soy sauce/marinades,Naturally low dairy,¥¥,Queue,Sushi,High-value casual sushi.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Harukoma+Sushi+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Harukoma+Sushi,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-101,Osaka,Namba,Sushi Sennin,Sushi,Sushi,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog candidate,Confirm soy sauce/marinades,Naturally low dairy,¥¥,Recommended,Sushi,Backup casual sushi candidate.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Sushi+Sennin+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Sushi+Sennin,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-102,Osaka,Fukushima,Moeyo Mensuke,Ramen,Ramen,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog highly rated,Not GF,Verify broth,¥¥,Queue,Duck ramen,For companions; not GF.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Moeyo+Mensuke+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Moeyo+Mensuke,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-103,Osaka,Namba,Jiyuken Namba Honten,Curry,Curry,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog classic,Usually not GF; roux contains wheat,May contain dairy,¥,Queue,Mixed curry,Historic companion option.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Jiyuken+Namba+Honten+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Jiyuken+Namba+Honten,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-104,Osaka,Umeda,Indian Curry Umeda,Japanese curry,Japanese curry,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog classic,Not GF in standard form,May contain dairy,¥,Queue,Curry,For companions.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Indian+Curry+Umeda+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Indian+Curry+Umeda,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-105,Osaka,Tenma,Sushiroku,Sushi,Sushi,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog candidate,Confirm soy sauce/marinades,Naturally low dairy,¥¥¥,Recommended,Sushi course,Potential mid-range reservation.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Sushiroku+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=Sushiroku,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
OS-106,Osaka,Nakanoshima,40 Sky Bar & Lounge,Hotel Cafe / View,Hotel Dining,"Breakfast,Lunch,Cafe,Dinner",Yes,Yes,Yes,Yes,—,Tabelog hotel dining,Advance request recommended,Advance request recommended,¥¥¥,Recommended,View + meal,Good group rest stop with hotel support.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=40+Sky+Bar+%26+Lounge+Osaka+Japan,https://tabelog.com/en/rstLst/?sk=40+Sky+Bar+%26+Lounge,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-107,Hakone,Gora,Gora Kadan,Ryokan kaiseki,Ryokan,"Breakfast,Dinner",Yes,No,Yes,No,MICHELIN Key hotel / restaurant research,Tabelog ryokan research,Must confirm before booking,Must confirm before booking,¥¥¥¥,Required,Ryokan dinner + breakfast,Ask for written GF and lactose-free confirmation before paying.,Bucket list,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Gora+Kadan+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Gora+Kadan,https://guide.michelin.com/us/en/kanagawa-region/restaurants,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-108,Hakone,Gora,FUFU Hakone,Ryokan dining,Ryokan,"Breakfast,Dinner",Yes,No,Yes,No,—,Tabelog ryokan research,Must confirm before booking,Must confirm before booking,¥¥¥¥,Required,Ryokan dinner + breakfast,Modern luxury candidate; verify meal flexibility.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=FUFU+Hakone+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=FUFU+Hakone,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-109,Hakone,Miyanoshita,Hakone Ginyu,Ryokan kaiseki,Ryokan,"Breakfast,Dinner",Yes,No,Yes,No,—,Tabelog ryokan research,Must confirm before booking,Must confirm before booking,¥¥¥¥,Required,Ryokan meal + view,Hard reservation; dietary acceptance essential.,Bucket list,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Hakone+Ginyu+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Hakone+Ginyu,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-110,Hakone,Miyanoshita,Fujiya Hotel The Fujiya,Hotel Dining,Hotel Dining,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,—,Tabelog hotel dining,Advance request recommended,Advance request recommended,¥¥¥,Recommended,Classic hotel breakfast / curry,Hotel kitchens may be easier for detailed requests.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Fujiya+Hotel+The+Fujiya+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Fujiya+Hotel+The+Fujiya,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-111,Hakone,Gora,Itoh Dining by NOBU,Teppanyaki,Teppanyaki,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Plain grilled items possible; verify sauces,Omit butter; confirm,¥¥¥,Required,Wagyu / teppanyaki,Potentially adaptable special meal.,Top pick,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Itoh+Dining+by+NOBU+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Itoh+Dining+by+NOBU,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-112,Hakone,Gora,Gyoza Center,Gyoza,Gyoza,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Not GF,Some fillings LF; wrappers not,¥¥,Queue,Gyoza,"Fun group option, not GF.",Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Gyoza+Center+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Gyoza+Center,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-113,Hakone,Gora,Tamura Ginkatsutei,Tofu cutlet,Tofu cutlet,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog highly rated,Breading/sauce likely contain gluten,Dairy generally limited,¥¥,Queue,Tofu katsuni,Popular local specialty; not a GF anchor.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Tamura+Ginkatsutei+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Tamura+Ginkatsutei,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-114,Hakone,Gora,WPÜ DINING Hakone,Cafe / Yoshoku,GF Candidate,"Breakfast,Lunch,Dinner,Cafe",Yes,Yes,Yes,Yes,—,Tabelog lists GF options,GF options listed; verify current menu,LF/vegan options may be available,¥¥,Recommended,Breakfast / café meals,Useful flexible Gora option.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=WP%C3%9C+DINING+Hakone+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=WP%C3%9C+DINING+Hakone,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-115,Hakone,Gora,Isshiki-do Saro,Cafe / Sandwiches,Cafe,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog popular,Limited GF,Dairy common,¥¥,No,Sandwich / soft serve,Companion café near Gora.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Isshiki-do+Saro+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Isshiki-do+Saro,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-116,Hakone,Hakone-Yumoto,Hatsuhana Soba Honten,Soba,Soba,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog highly rated,Soba may contain wheat; verify 100% buckwheat,Usually LF,¥¥,Queue,Soba,Do not assume gluten-free.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Hatsuhana+Soba+Honten+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Hatsuhana+Soba+Honten,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-117,Hakone,Hakone-Yumoto,Yubadon Naokichi,Tofu / Japanese,Tofu / Japanese,Lunch,No,Yes,No,No,—,Tabelog popular,Confirm soy sauce and thickeners,Usually low dairy,¥¥,Queue,Yuba rice bowl,Potentially adaptable with communication.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Yubadon+Naokichi+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Yubadon+Naokichi,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-118,Hakone,Hakone-Yumoto,808 Monsmare,Pizza / Italian,Pizza / Italian,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Standard pizza not GF,Cheese/dairy heavy,¥¥,Recommended,Wood-fired pizza,Companion option.,Group option,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=808+Monsmare+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=808+Monsmare,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-119,Hakone,Moto-Hakone,Bakery & Table Hakone,Bakery / Cafe,Cafe,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog popular,Limited GF,Dairy common,¥¥,Queue,Bread / lake view,Great setting for companions.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Bakery+%26+Table+Hakone+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Bakery+%26+Table+Hakone,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-120,Hakone,Moto-Hakone,La Terrazza Ashinoko,Italian,Italian,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog popular,Standard pizza/pasta not GF,Dairy common; ask,¥¥¥,Recommended,Pizza / lake view,"Scenic lunch, not a dietary anchor.",Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=La+Terrazza+Ashinoko+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=La+Terrazza+Ashinoko,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-121,Hakone,Sengokuhara,Hakone Sushi,Sushi,Sushi,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog candidate,Confirm soy sauce/marinades,Naturally low dairy,¥¥¥,Recommended,Sushi,Potential dietary-friendly format if confirmed.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Hakone+Sushi+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Hakone+Sushi,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-122,Hakone,Sengokuhara,Albergo Bamboo,Italian,Italian,"Lunch,Dinner",No,Yes,Yes,No,—,Tabelog candidate,Confirm availability,Omit dairy where possible,¥¥¥,Required,Italian course,Advance communication essential.,Consider,Research,No,Not booked,Verify live,No,https://www.google.com/maps/search/?api=1&query=Albergo+Bamboo+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Albergo+Bamboo,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-123,Hakone,Sengokuhara,The Dining Shikisai,Hotel Dining,Hotel Dining,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,—,Tabelog hotel dining,Advance request recommended,Advance request recommended,¥¥¥,Recommended,Japanese/Western hotel meal,Hotel support may help with restrictions.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=The+Dining+Shikisai+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=The+Dining+Shikisai,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-124,Hakone,Lake Ashi,Hakone Hotel Il Miraggio,French / Hotel Dining,Hotel Dining,"Breakfast,Lunch,Dinner",Yes,Yes,Yes,No,—,Tabelog hotel dining,Advance request required,Advance request required,¥¥¥,Required,Lake-view meal,Dairy-heavy cuisine; only with confirmed accommodation.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Hakone+Hotel+Il+Miraggio+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Hakone+Hotel+Il+Miraggio,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-125,Hakone,Hakone-Yumoto,Coffee Camp,Coffee / Cafe,Coffee,"Breakfast,Lunch,Cafe",Yes,Yes,No,Yes,—,Tabelog popular,Coffee GF; food varies,Plant milk/black coffee; verify,¥,No,Coffee / breakfast,Good morning coffee stop.,Top pick,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Coffee+Camp+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Coffee+Camp,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-126,Hakone,Miyanoshita,NARAYA CAFE,Cafe,Cafe,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog popular,Limited GF; ask,Dairy common; drinks may adapt,¥¥,No,Footbath café / monaka,Atmospheric stop for companions.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=NARAYA+CAFE+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=NARAYA+CAFE,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-127,Hakone,Gora,Cafe Pic,Cafe,Cafe,"Breakfast,Lunch,Cafe,Dessert",Yes,Yes,No,Yes,—,Tabelog candidate,Limited GF,Dairy common,¥¥,No,Coffee / sweets,Museum-area rest stop.,Consider,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Cafe+Pic+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Cafe+Pic,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
HA-128,Hakone,Owakudani,Owakudani station food hall,Snacks / Casual,Snack,"Breakfast,Lunch",Yes,Yes,No,No,—,Tabelog area research,Plain eggs may work; verify other foods,Plain eggs LF,¥,No,Black eggs,Simple sightseeing snack; ingredient-check everything else.,Backup,Research,No,Not booked,Verify live,Yes,https://www.google.com/maps/search/?api=1&query=Owakudani+station+food+hall+Hakone+Japan,https://tabelog.com/en/rstLst/?sk=Owakudani+station+food+hall,,,2026-07-23,Gluten-free and lactose-free accommodation must be reconfirmed directly; cross-contact is not assumed safe.
